filename	target	pointing	location	size_bytes	size_human	format	scan_status	coverage	runs_evidence	result_summary	notes	kind
blc2_2bit_guppi_57451_62689_HIP116936_0003.0000.raw	HIP116936	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (20 flagged, 2026-09-21 15:33:15) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-21 15:40:45) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:45) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:45) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:48) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 12:57:41)	runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (20 flagged, 2026-09-21 15:33:15) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-21 15:40:45) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:45) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:45) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:48) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 12:57:41)			raw_storage
blc2_2bit_guppi_57451_63021_HIP116936_OFF_0004.0000.raw	HIP116936	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 15:33:14) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (16 flagged, 2026-09-21 15:40:44) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:46) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:46) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 12:57:41)	runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 15:33:14) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (16 flagged, 2026-09-21 15:40:44) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:46) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:40:46) | runs\campaigns\2026-09-21_mega\targets\HIP116936_57451_blc2_62689_s3_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 12:57:41)			raw_storage
blc2_2bit_guppi_57451_64686_HIP117463_0009.0000.raw	HIP117463	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (14 flagged, 2026-09-21 15:48:27) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:55) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 12:59:07)	runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (14 flagged, 2026-09-21 15:48:27) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:55) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 12:59:07)			raw_storage
blc2_2bit_guppi_57451_65014_HIP117463_OFF_0010.0000.raw	HIP117463	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (21 flagged, 2026-09-21 15:48:27) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (28 flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:53) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:53) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 12:59:06)	runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (21 flagged, 2026-09-21 15:48:27) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (28 flagged, 2026-09-21 15:55:52) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:53) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 15:55:53) | runs\campaigns\2026-09-21_mega\targets\HIP117463_57451_blc2_64686_s9_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 12:59:06)			raw_storage
blc2_2bit_guppi_57451_66661_HIP117473_0015.0000.raw	HIP117473	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (23 flagged, 2026-09-21 16:03:32) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (27 flagged, 2026-09-21 16:10:58) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:10:59) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:10:59) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:11:01) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:00:33)	runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (23 flagged, 2026-09-21 16:03:32) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (27 flagged, 2026-09-21 16:10:58) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:10:59) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:10:59) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:11:01) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:00:33)			raw_storage
blc2_2bit_guppi_57451_66989_HIP117473_OFF_0016.0000.raw	HIP117473	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (23 flagged, 2026-09-21 16:03:33) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (22 flagged, 2026-09-21 16:10:58) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:10:59) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:11:00) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:00:34)	runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (23 flagged, 2026-09-21 16:03:33) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (22 flagged, 2026-09-21 16:10:58) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:10:59) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:11:00) | runs\campaigns\2026-09-21_mega\targets\HIP117473_57451_blc2_66661_s15_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:00:34)			raw_storage
blc2_2bit_guppi_57451_68700_HIP117559_0021.0000.raw	HIP117559	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (18 flagged, 2026-09-21 16:18:41) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 16:26:03) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:03) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:04) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:06) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:02:00)	runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (18 flagged, 2026-09-21 16:18:41) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 16:26:03) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:03) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:04) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:06) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:02:00)			raw_storage
blc2_2bit_guppi_57451_69044_HIP117559_OFF_0022.0000.raw	HIP117559	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 16:18:42) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 16:26:03) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:04) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:04) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:02:01)	runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 16:18:42) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 16:26:03) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:04) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:26:04) | runs\campaigns\2026-09-21_mega\targets\HIP117559_57451_blc2_68700_s21_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:02:01)			raw_storage
blc2_2bit_guppi_57451_70772_HIP117779_0027.0000.raw	HIP117779	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (33 flagged, 2026-09-21 16:33:47) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (27 flagged, 2026-09-21 16:41:12) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:13) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:14) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:16) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (5 flagged, 2026-09-21 13:03:27)	runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (33 flagged, 2026-09-21 16:33:47) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (27 flagged, 2026-09-21 16:41:12) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:13) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:14) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:16) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (5 flagged, 2026-09-21 13:03:27)			raw_storage
blc2_2bit_guppi_57451_71111_HIP117779_OFF_0028.0000.raw	HIP117779	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (26 flagged, 2026-09-21 16:33:47) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (20 flagged, 2026-09-21 16:41:13) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:14) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:14) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:03:27)	runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (26 flagged, 2026-09-21 16:33:47) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (20 flagged, 2026-09-21 16:41:13) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:14) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 16:41:14) | runs\campaigns\2026-09-21_mega\targets\HIP117779_57451_blc2_70772_s27_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:03:27)			raw_storage
blc3_2bit_guppi_57424_37938_HIP63510_0003.0007.raw	HIP63510	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (8137 flagged, 2026-09-21 19:43:15) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (3910 flagged, 2026-09-21 19:49:49) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:50:44) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:50:46) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:53:50) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1018 flagged, 2026-09-21 13:21:14)	runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (8137 flagged, 2026-09-21 19:43:15) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (3910 flagged, 2026-09-21 19:49:49) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:50:44) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:50:46) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:53:50) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1018 flagged, 2026-09-21 13:21:14)			raw_storage
blc3_2bit_guppi_57424_38265_HIP63510_OFF_0004.0000.raw	HIP63510	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (7956 flagged, 2026-09-21 19:43:05) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (3920 flagged, 2026-09-21 19:49:48) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:52:29) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:53:23) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1003 flagged, 2026-09-21 13:21:14)	runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (7956 flagged, 2026-09-21 19:43:05) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (3920 flagged, 2026-09-21 19:49:48) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:52:29) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 19:53:23) | runs\campaigns\2026-09-21_mega\targets\HIP63510_57424_blc3_37938_s3_part0007\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1003 flagged, 2026-09-21 13:21:14)			raw_storage
